dataset,algorithm,hybrid_accuracy_train,hybrid_glass_train,hybrid_black_train,hybrid_reject_train,hybrid_kappa_train,hybrid_accuracy_test,hybrid_glass_test,hybrid_black_test,hybrid_reject_test,hybrid_kappa_test
545,1x5_Static_Double_GB_Shallow,0.98579182,0.70939049,0.02248469,0.26812482,0.25286923,0.98176643,0.70435696,0.02257218,0.27307087,0.25133509
563,1x5_Static_Double_GB_Shallow,0.98763634,0.79099118,0.04372487,0.16528395,0.26088582,0.97609830,0.78958730,0.04425397,0.16615873,0.29480995
850,1x5_Static_Double_GB_Shallow,0.96105865,0.58948148,0.07358025,0.33693827,0.23563857,0.92530160,0.58488889,0.07200000,0.34311111,0.18627378
863,1x5_Static_Double_GB_Shallow,0.89974933,0.40580605,0.24974804,0.34444592,0.15991551,0.85965973,0.39416618,0.23642205,0.36941176,0.14654498
887,1x5_Static_Double_GB_Shallow,0.89192457,0.74728145,0.07750573,0.17521282,0.22041214,0.87958600,0.74469549,0.07952740,0.17577711,0.19283591
891,1x5_Static_Double_GB_Shallow,0.93862987,0.62373270,0.03821271,0.33805459,0.23615334,0.93795198,0.62342479,0.03809287,0.33848234,0.23670246
94,1x5_Static_Double_GB_Shallow,0.96365905,0.68068759,0.11750058,0.20181184,0.12869811,0.94828500,0.67494190,0.12093483,0.20412327,0.14138420
96,1x5_Static_Double_GB_Shallow,0.98662884,0.65443396,0.07832123,0.26724481,0.47479452,0.88661216,0.63968661,0.10566952,0.25464387,0.29574664
151,1x5_Static_Ternary_Shallow,0.98300758,0.50899192,0.27669530,0.21431278,0.04639705,0.78508685,0.45247619,0.30509524,0.24242857,0.09525573
17,1x5_Static_Ternary_Shallow,0.99702921,0.68803332,0.16101981,0.15094687,0.08597525,0.97105408,0.67451754,0.15922932,0.16625313,0.16655893
174,1x5_Static_Ternary_Shallow,0.99650841,0.63755195,0.18313442,0.17931364,0.02816462,0.92949708,0.59457895,0.21726316,0.18815789,0.18796791
176,1x5_Static_Ternary_Shallow,0.85823725,0.51857430,0.16506347,0.31636223,0.17424664,0.80719350,0.51729369,0.16685766,0.31584865,0.12261165
19,1x5_Static_Ternary_Shallow,0.99342152,0.57783805,0.31732606,0.10483589,0.26201819,0.98820577,0.57816172,0.31813819,0.10370009,0.27346982
212,1x5_Static_Ternary_Shallow,0.98810397,0.52795699,0.22681004,0.24523297,0.15596087,0.87467479,0.52516129,0.23419355,0.24064516,0.24159875
267,1x5_Static_Ternary_Shallow,0.99797887,0.69378207,0.19392680,0.11229113,0.10866850,0.99242637,0.68843648,0.19330160,0.11826193,0.12242983
329,1x5_Static_Ternary_Shallow,0.89682553,0.24656126,0.27708914,0.47634960,0.06161428,0.69862212,0.23863418,0.28170315,0.47966267,0.04882896
43,1x5_Static_Ternary_Shallow,0.82620239,0.55357708,0.18215573,0.26426719,0.21557435,0.77291232,0.55038710,0.17034409,0.27926882,0.10356511
451,1x5_Static_Ternary_Shallow,0.95679231,0.49185714,0.22986813,0.27827473,0.08998803,0.76950722,0.47409091,0.22621212,0.29969697,0.00876077
519,1x5_Static_Ternary_Shallow,0.94852511,0.62794961,0.11282087,0.25922952,0.24593720,0.85522690,0.59443678,0.12524138,0.28032184,0.08404301
52,1x5_Static_Ternary_Shallow,0.99138843,0.60394957,0.14290938,0.25314105,0.19391748,0.92155168,0.56668254,0.15200000,0.28131746,0.05437421
537,1x5_Static_Ternary_Shallow,0.99200183,0.73668750,0.14388942,0.11942308,0.15096855,0.85935714,0.68964286,0.17750000,0.13285714,0.10207593
545,1x5_Static_Ternary_Shallow,0.97735716,0.70215223,0.03069116,0.26715661,0.22853219,0.96923670,0.70041995,0.02986877,0.26971129,0.23121371
563,1x5_Static_Ternary_Shallow,0.98923778,0.72996120,0.20056437,0.06947443,0.26092112,0.96695507,0.73041270,0.20082540,0.06876190,0.29224090
850,1x5_Static_Ternary_Shallow,0.95733028,0.50797531,0.13903704,0.35298765,0.18616673,0.89541041,0.50244444,0.13844444,0.35911111,0.13771158
863,1x5_Static_Ternary_Shallow,0.90643674,0.32338673,0.38160767,0.29500560,0.14031972,0.85468121,0.31830907,0.37199961,0.30969132,0.13888881
887,1x5_Static_Ternary_Shallow,0.89587505,0.56653097,0.07090110,0.36256793,0.12804270,0.86348178,0.56091390,0.06847902,0.37060708,0.10267723
891,1x5_Static_Ternary_Shallow,0.89792623,0.57105820,0.11357642,0.31536538,0.17605435,0.89561464,0.57090981,0.11353122,0.31555897,0.17642424
94,1x5_Static_Ternary_Shallow,0.97462136,0.51903660,0.25873572,0.22222768,0.06842257,0.95032855,0.51962926,0.25712195,0.22324880,0.08258316
96,1x5_Static_Ternary_Shallow,0.98712983,0.59258990,0.14348651,0.26392358,0.35623375,0.85068577,0.54430199,0.14002849,0.31566952,0.21645371
151,1x5_Static_Binary_Deep,0.98024178,0.68696666,0.31303334,0.00000000,0.11515111,0.75961905,0.64647619,0.35352381,0.00000000,0.08756913
17,1x5_Static_Binary_Deep,0.99140838,0.91411694,0.08588306,0.00000000,0.36741972,0.95008772,0.87031955,0.12968045,0.00000000,0.28347781
174,1x5_Static_Binary_Deep,0.99384935,0.82247532,0.17752468,0.00000000,0.07098248,0.88394737,0.77847368,0.22152632,0.00000000,0.18630415
176,1x5_Static_Binary_Deep,0.82204391,0.67652638,0.32347362,0.00000000,0.42106596,0.78502703,0.65612252,0.34387748,0.00000000,0.16327599
19,1x5_Static_Binary_Deep,0.99218104,0.84332573,0.15667427,0.00000000,0.91588683,0.97267912,0.83772483,0.16227517,0.00000000,0.79445768
212,1x5_Static_Binary_Deep,0.96924731,0.78896057,0.21103943,0.00000000,0.46890830,0.82516129,0.74645161,0.25354839,0.00000000,0.22732009
267,1x5_Static_Binary_Deep,0.99460636,0.94416890,0.05583110,0.00000000,0.63619518,0.98528509,0.92348143,0.07651857,0.00000000,0.49656841
329,1x5_Static_Binary_Deep,0.90539649,0.60862656,0.39137344,0.00000000,0.58575906,0.66620240,0.58997751,0.41002249,0.00000000,0.10947450
43,1x5_Static_Binary_Deep,0.78765823,0.70428775,0.29571225,0.00000000,0.67562887,0.74245161,0.64563441,0.35436559,0.00000000,0.06793389
451,1x5_Static_Binary_Deep,0.91418864,0.66091758,0.33908242,0.00000000,0.18844238,0.75045455,0.59075758,0.40924242,0.00000000,-0.05628184
519,1x5_Static_Binary_Deep,0.94299463,0.83522842,0.16477158,0.00000000,0.93036913,0.83609195,0.80211494,0.19788506,0.00000000,0.09557206
52,1x5_Static_Binary_Deep,0.97423247,0.88964758,0.11035242,0.00000000,0.86328625,0.91742857,0.83646032,0.16353968,0.00000000,0.28694391
537,1x5_Static_Binary_Deep,0.98766346,0.77832212,0.22167788,0.00000000,0.19403600,0.83821429,0.76107143,0.23892857,0.00000000,-0.00883016
545,1x5_Static_Binary_Deep,0.93582969,0.85519393,0.14480607,0.00000000,0.60871470,0.92734908,0.79727034,0.20272966,0.00000000,0.25639683
563,1x5_Static_Binary_Deep,0.98112875,0.90397178,0.09602822,0.00000000,0.74940568,0.95003175,0.89161905,0.10838095,0.00000000,0.51875206
850,1x5_Static_Binary_Deep,0.90962963,0.82812346,0.17187654,0.00000000,0.79023814,0.86422222,0.76422222,0.23577778,0.00000000,0.23215622
863,1x5_Static_Binary_Deep,0.88290634,0.65250807,0.34749193,0.00000000,0.59904009,0.82780819,0.61757329,0.38242671,0.00000000,0.46353530
887,1x5_Static_Binary_Deep,0.87293940,0.83082611,0.16917389,0.00000000,0.93174936,0.84381366,0.78674666,0.21325334,0.00000000,0.16579940
891,1x5_Static_Binary_Deep,0.86906488,0.67781737,0.32218263,0.00000000,0.36974138,0.86552034,0.65546909,0.34453091,0.00000000,0.21574798
94,1x5_Static_Binary_Deep,0.98370874,0.86243097,0.13756903,0.00000000,0.61728401,0.93744968,0.82181996,0.17818004,0.00000000,0.34279136
96,1x5_Static_Binary_Deep,0.97303285,0.77104357,0.22895643,0.00000000,0.92329492,0.79980057,0.73695157,0.26304843,0.00000000,0.28181711
151,1x5_Static_Double_AR_Deep,0.98313129,0.62084765,0.18931335,0.18983900,0.08225442,0.77502990,0.50876190,0.23266667,0.25857143,0.08851945
17,1x5_Static_Double_AR_Deep,0.99473548,0.89173885,0.04967890,0.05858225,0.25389764,0.95992002,0.81726190,0.08469925,0.09803885,0.21395621
174,1x5_Static_Double_AR_Deep,0.99468314,0.79558506,0.10574740,0.09866753,0.05849519,0.90343969,0.70647368,0.16700000,0.12652632,0.20098654
176,1x5_Static_Double_AR_Deep,0.92963477,0.61131450,0.10157147,0.28711403,0.42100006,0.83088344,0.56979099,0.11389550,0.31631351,0.14156861
19,1x5_Static_Double_AR_Deep,0.99250556,0.83882471,0.14900964,0.01216565,0.84145838,0.97555510,0.82857911,0.15197943,0.01944146,0.70251424
212,1x5_Static_Double_AR_Deep,0.98942021,0.73899642,0.08107527,0.17992832,0.33248156,0.88346392,0.64838710,0.11677419,0.23483871,0.26385173
267,1x5_Static_Double_AR_Deep,0.99478517,0.94000633,0.05113398,0.00885969,0.53378152,0.98840151,0.90044536,0.06486512,0.03468952,0.33377675
329,1x5_Static_Double_AR_Deep,0.94144956,0.48330688,0.19272372,0.32396939,0.35635014,0.68657552,0.39429085,0.23558171,0.37012744,0.05768696
43,1x5_Static_Double_AR_Deep,0.95697836,0.62091357,0.08866693,0.29041950,0.60250522,0.77388309,0.52864516,0.13675269,0.33460215,0.07317759
451,1x5_Static_Double_AR_Deep,0.97990738,0.55076190,0.15229853,0.29693956,0.15026627,0.73470491,0.41106061,0.26181818,0.32712121,-0.05619759
519,1x5_Static_Double_AR_Deep,0.99678216,0.78417073,0.05247116,0.16335812,0.67321684,0.85910265,0.67772414,0.12763218,0.19464368,0.09645628
52,1x5_Static_Double_AR_Deep,0.99862331,0.86672936,0.05235945,0.08091119,0.68182334,0.92972500,0.72926984,0.12534921,0.14538095,0.15608653
537,1x5_Static_Double_AR_Deep,0.99672286,0.72704808,0.11952404,0.15342788,0.15519085,0.84542857,0.65428571,0.16964286,0.17607143,-0.01479733
545,1x5_Static_Double_AR_Deep,0.99843094,0.82832896,0.02867892,0.14299213,0.56624785,0.96559154,0.74304462,0.05580052,0.20115486,0.24600936
563,1x5_Static_Double_AR_Deep,0.99264714,0.89278307,0.05329806,0.05391887,0.59535600,0.96607553,0.86882540,0.06844444,0.06273016,0.42079095
850,1x5_Static_Double_AR_Deep,0.99207796,0.78229630,0.04313580,0.17456790,0.66542767,0.90950350,0.66466667,0.10288889,0.23244444,0.22965732
863,1x5_Static_Double_AR_Deep,0.93387221,0.58336485,0.19197983,0.22465532,0.43068115,0.87805220,0.52721802,0.16292565,0.30985634,0.29387939
887,1x5_Static_Double_AR_Deep,0.99214261,0.80041976,0.02926554,0.17031470,0.84263818,0.87256407,0.67840714,0.10868614,0.21290672,0.14739682
891,1x5_Static_Double_AR_Deep,0.96345664,0.59758480,0.07476190,0.32765330,0.33569789,0.92541774,0.55721775,0.09267818,0.35010407,0.19607325
94,1x5_Static_Double_AR_Deep,0.98779509,0.80731700,0.08539192,0.10729109,0.34169826,0.95242601,0.74005904,0.11954079,0.14040017,0.20863578
96,1x5_Static_Double_AR_Deep,0.99821556,0.70304737,0.07248824,0.22446438,0.55839242,0.86876009,0.60236467,0.12729345,0.27034188,0.25716665
151,1x5_Static_Double_GB_Deep,0.97751477,0.68696666,0.18931335,0.12371999,0.09840083,0.75196662,0.64647619,0.23266667,0.12085714,0.06215032
17,1x5_Static_Double_GB_Deep,0.99335701,0.91411694,0.04967890,0.03620416,0.33685711,0.95360120,0.87031955,0.08469925,0.04498120,0.23844993
174,1x5_Static_Double_GB_Deep,0.99335199,0.82247532,0.10574740,0.07177727,0.06219979,0.89071113,0.77847368,0.16700000,0.05452632,0.17780169
176,1x5_Static_Double_GB_Deep,0.90795022,0.67652638,0.10157147,0.22190215,0.41519077,0.81661756,0.65612252,0.11389550,0.22998198,0.12327758
19,1x5_Static_Double_GB_Deep,0.99212285,0.84332573,0.14900964,0.00766464,0.89082490,0.97322861,0.83772483,0.15197943,0.01029574,0.74749411
212,1x5_Static_Double_GB_Deep,0.98224114,0.78896057,0.08107527,0.12996416,0.41271057,0.85872036,0.74645161,0.11677419,0.13677419,0.22744941
267,1x5_Static_Double_GB_Deep,0.99458046,0.94416890,0.05113398,0.00469712,0.61086658,0.98598617,0.92348143,0.06486512,0.01165344,0.47203206
329,1x5_Static_Double_GB_Deep,0.91279321,0.60862656,0.19272372,0.19864971,0.51551412,0.67291727,0.58997751,0.23558171,0.17444078,0.06289781
43,1x5_Static_Double_GB_Deep,0.93999640,0.70428775,0.08866693,0.20704532,0.69515240,0.75103862,0.64563441,0.13675269,0.21761290,0.02473855
451,1x5_Static_Double_GB_Deep,0.97255179,0.66091758,0.15229853,0.18678388,0.21048888,0.73215079,0.59075758,0.26181818,0.14742424,-0.06716867
519,1x5_Static_Double_GB_Deep,0.99420854,0.83522842,0.05247116,0.11230043,0.86414160,0.84405116,0.80211494,0.12763218,0.07025287,0.06387063
52,1x5_Static_Double_GB_Deep,0.99845011,0.88964758,0.05235945,0.05799297,0.83698530,0.92648341,0.83646032,0.12534921,0.03819048,0.25233993
537,1x5_Static_Double_GB_Deep,0.99449223,0.77832212,0.11952404,0.10215385,0.20418229,0.84445238,0.76107143,0.16964286,0.06928571,-0.01201978
545,1x5_Static_Double_GB_Deep,0.99699876,0.85519393,0.02867892,0.11612715,0.65093174,0.95847821,0.79727034,0.05580052,0.14692913,0.26396273
563,1x5_Static_Double_GB_Deep,0.99101763,0.90397178,0.05329806,0.04273016,0.65986564,0.95994347,0.89161905,0.06844444,0.03993651,0.42433851
850,1x5_Static_Double_GB_Deep,0.98875007,0.82812346,0.04313580,0.12874074,0.80805808,0.89007982,0.76422222,0.10288889,0.13288889,0.21498776
863,1x5_Static_Double_GB_Deep,0.91224710,0.65250807,0.19197983,0.15551210,0.45418087,0.85403884,0.61757329,0.16292565,0.21950107,0.31018686
887,1x5_Static_Double_GB_Deep,0.98771622,0.83082611,0.02926554,0.13990835,0.92313120,0.86190094,0.78674666,0.10868614,0.10456720,0.14604099
891,1x5_Static_Double_GB_Deep,0.95003120,0.67781737,0.07476190,0.24742072,0.38514663,0.91231335,0.65546909,0.09267818,0.25185273,0.21880593
94,1x5_Static_Double_GB_Deep,0.98297610,0.86243097,0.08539192,0.05217711,0.52474179,0.94334133,0.82181996,0.11954079,0.05863925,0.27374425
96,1x5_Static_Double_GB_Deep,0.99702872,0.77104357,0.07248824,0.15646819,0.77024000,0.83965028,0.73695157,0.12729345,0.13575499,0.23546944
151,1x5_Static_Ternary_Deep,0.97663057,0.69241950,0.18599898,0.12158152,0.09697587,0.75798049,0.58842857,0.23257143,0.17900000,0.09179126
17,1x5_Static_Ternary_Deep,0.99273417,0.92071759,0.04706079,0.03222161,0.35483807,0.95309773,0.86154135,0.07909774,0.05936090,0.21255327
174,1x5_Static_Ternary_Deep,0.99300335,0.83978377,0.09276364,0.06745260,0.06632084,0.91692492,0.75368421,0.15594737,0.09036842,0.26047831
176,1x5_Static_Ternary_Deep,0.92404314,0.69251256,0.07245845,0.23502899,0.50018509,0.80218270,0.64354234,0.08667027,0.26978739,0.08572909
19,1x5_Static_Ternary_Deep,0.99194620,0.84315851,0.14994854,0.00689295,0.89135192,0.97572032,0.83182417,0.15509813,0.01307770,0.73045658
212,1x5_Static_Ternary_Deep,0.98101238,0.80637993,0.06917563,0.12444444,0.43046368,0.86724423,0.69677419,0.12000000,0.18322581,0.22772962
267,1x5_Static_Ternary_Deep,0.99419011,0.94815343,0.04713320,0.00471338,0.62587206,0.98597928,0.92406432,0.06281815,0.01311753,0.43128826
329,1x5_Static_Ternary_Deep,0.92627793,0.60917108,0.18051980,0.21030912,0.53788410,0.67541727,0.54492804,0.20502399,0.25004798,0.06210094
43,1x5_Static_Ternary_Deep,0.95063442,0.69738182,0.07705560,0.22556258,0.71573136,0.75524721,0.60475269,0.10490323,0.29034409,0.05720939
451,1x5_Static_Ternary_Deep,0.97635988,0.67965751,0.13428571,0.18605678,0.22658292,0.73915729,0.57772727,0.17606061,0.24621212,-0.01032735
519,1x5_Static_Ternary_Deep,0.99773611,0.83679113,0.04853146,0.11467741,0.87534755,0.84290145,0.75901149,0.05554023,0.18544828,0.05965586
52,1x5_Static_Ternary_Deep,0.99864865,0.88907776,0.04843199,0.06249026,0.81495481,0.91640935,0.79655556,0.06841270,0.13503175,0.10512561
537,1x5_Static_Ternary_Deep,0.99587882,0.79686538,0.10591346,0.09722115,0.23218326,0.86835714,0.73392857,0.14178571,0.12428571,0.17143393
545,1x5_Static_Ternary_Deep,0.99534077,0.88820064,0.01009624,0.10170312,0.72267906,0.95785314,0.81259843,0.01091864,0.17648294,0.22434448
563,1x5_Static_Ternary_Deep,0.98981888,0.90245503,0.05601411,0.04153086,0.63983637,0.95939925,0.88552381,0.06247619,0.05200000,0.38335588
850,1x5_Static_Ternary_Deep,0.98875674,0.83987654,0.03291358,0.12720988,0.81582422,0.89188219,0.75311111,0.05066667,0.19622222,0.20566386
863,1x5_Static_Ternary_Deep,0.90759993,0.64691890,0.22695699,0.12612411,0.49221709,0.84319632,0.62528053,0.20256843,0.17215104,0.30779016
887,1x5_Static_Ternary_Deep,0.98879581,0.82845586,0.02525615,0.14628799,0.90439835,0.86230214,0.77760221,0.02861929,0.19377850,0.12000857
891,1x5_Static_Ternary_Deep,0.94158649,0.65602789,0.05171003,0.29226208,0.32722237,0.89876169,0.63202854,0.05631504,0.31165642,0.16527555
94,1x5_Static_Ternary_Deep,0.98457586,0.83735405,0.09136171,0.07128425,0.41028960,0.94457301,0.78026653,0.11341083,0.10632264,0.21683024
96,1x5_Static_Ternary_Deep,0.99757351,0.78685097,0.07656881,0.13658022,0.82050915,0.81717177,0.71242165,0.08766382,0.19991453,0.17918751
