dataset,algorithm,hybrid_accuracy_train,hybrid_glass_train,hybrid_black_train,hybrid_reject_train,hybrid_kappa_train,hybrid_accuracy_test,hybrid_glass_test,hybrid_black_test,hybrid_reject_test,hybrid_kappa_test
451,3x5_Static_Double_AR_Shallow,0.97179718,0.30168315,0.20635897,0.49195788,0.05329206,0.76752381,0.27287879,0.21181818,0.51530303,-0.00361063
519,3x5_Static_Double_AR_Shallow,0.96311032,0.56805122,0.13006747,0.30188132,0.25239543,0.85981123,0.51919540,0.17441379,0.30639080,0.07584758
52,3x5_Static_Double_AR_Shallow,0.99127892,0.61944223,0.12489331,0.25566446,0.23045694,0.95296539,0.58296825,0.13058730,0.28644444,0.18323128
537,3x5_Static_Double_AR_Shallow,0.99676095,0.57471154,0.18236538,0.24292308,0.08785705,0.85611905,0.52642857,0.22178571,0.25178571,0.04786394
545,3x5_Static_Double_AR_Shallow,0.98649446,0.69966171,0.02260134,0.27773695,0.24692799,0.98139467,0.69517060,0.02477690,0.28005249,0.24184505
563,3x5_Static_Double_AR_Shallow,0.99077396,0.75823633,0.03770723,0.20405644,0.22841184,0.98260188,0.75619048,0.03784127,0.20596825,0.27203875
850,3x5_Static_Double_AR_Shallow,0.96030342,0.57461728,0.06985185,0.35553086,0.22185633,0.92620425,0.56511111,0.07377778,0.36111111,0.18362412
863,3x5_Static_Double_AR_Shallow,0.94938655,0.25053076,0.19705297,0.55241627,0.13477206,0.90753425,0.24285576,0.19987187,0.55727237,0.13516891
887,3x5_Static_Double_AR_Shallow,0.89497551,0.71032031,0.10541575,0.18426394,0.23158533,0.88444930,0.70658784,0.10876266,0.18464951,0.19853557
891,3x5_Static_Double_AR_Shallow,0.94392623,0.60134001,0.03714549,0.36151451,0.23443840,0.94325027,0.60118811,0.03707584,0.36173605,0.23483934
94,3x5_Static_Double_AR_Shallow,0.97603999,0.50906719,0.11077819,0.38015461,0.07471348,0.96230483,0.50250891,0.11032057,0.38717052,0.09183261
96,3x5_Static_Double_AR_Shallow,0.99523321,0.56346611,0.05601349,0.38052040,0.34902615,0.91779074,0.51621083,0.09017094,0.39361823,0.28292642
151,3x5_Static_Double_GB_Shallow,0.97790271,0.51574696,0.22477870,0.25947434,0.04316239,0.80071743,0.52552381,0.21057143,0.26390476,0.14954516
17,3x5_Static_Double_GB_Shallow,0.99427631,0.78051596,0.06924030,0.15024374,0.10894663,0.97139631,0.76689850,0.07879699,0.15430451,0.23364060
174,3x5_Static_Double_GB_Shallow,0.99629014,0.59775195,0.20397143,0.19827662,0.02862690,0.92806765,0.58131579,0.23084211,0.18784211,0.16523347
176,3x5_Static_Double_GB_Shallow,0.86932929,0.65694190,0.07626876,0.26678934,0.21863454,0.84491618,0.64171532,0.08769009,0.27059459,0.16841086
19,3x5_Static_Double_GB_Shallow,0.99427981,0.63815530,0.25966090,0.10218380,0.36903048,0.98824702,0.63808442,0.26085227,0.10106331,0.36475265
212,3x5_Static_Double_GB_Shallow,0.98972136,0.57598566,0.11089606,0.31311828,0.17090831,0.91392729,0.56451613,0.11161290,0.32387097,0.25768859
267,3x5_Static_Double_GB_Shallow,0.99723727,0.72368111,0.09538342,0.18093547,0.10482866,0.99043519,0.71571776,0.09592087,0.18836137,0.11703860
329,3x5_Static_Double_GB_Shallow,0.79500500,0.54210236,0.12144001,0.33645763,0.10906262,0.69618280,0.54021439,0.12144378,0.33834183,0.09224291
43,3x5_Static_Double_GB_Shallow,0.84177147,0.65671331,0.09477655,0.24851014,0.20849806,0.80350159,0.66055914,0.10068817,0.23875269,0.14522203
451,3x5_Static_Double_GB_Shallow,0.96515905,0.43243040,0.20635897,0.36121062,0.08554011,0.75935859,0.42212121,0.21181818,0.36606061,-0.00083587
519,3x5_Static_Double_GB_Shallow,0.94018965,0.69513562,0.13006747,0.17479692,0.31858029,0.85579200,0.66234483,0.17441379,0.16324138,0.10056521
52,3x5_Static_Double_GB_Shallow,0.98078300,0.74816717,0.12489331,0.12693952,0.36740421,0.93572962,0.73495238,0.13058730,0.13446032,0.23925488
537,3x5_Static_Double_GB_Shallow,0.99205559,0.65065385,0.18236538,0.16698077,0.08841645,0.86469048,0.63107143,0.22178571,0.14714286,0.09350974
545,3x5_Static_Double_GB_Shallow,0.98357519,0.72762321,0.02260134,0.24977544,0.26284751,0.97846260,0.72288714,0.02477690,0.25233596,0.25624716
563,3x5_Static_Double_GB_Shallow,0.98701842,0.78885362,0.03770723,0.17343915,0.25464383,0.97781106,0.78800000,0.03784127,0.17415873,0.29648059
850,3x5_Static_Double_GB_Shallow,0.94954685,0.64365432,0.06985185,0.28649383,0.24510055,0.92059816,0.63488889,0.07377778,0.29133333,0.21166057
863,3x5_Static_Double_GB_Shallow,0.88234949,0.49345639,0.19705297,0.30949064,0.21486995,0.84093645,0.49130266,0.19987187,0.30882547,0.19399691
887,3x5_Static_Double_GB_Shallow,0.88921544,0.74728145,0.10541575,0.14730280,0.23284396,0.88092213,0.74469549,0.10876266,0.14654185,0.20837757
891,3x5_Static_Double_GB_Shallow,0.93970171,0.63543151,0.03714549,0.32742300,0.24816162,0.93923480,0.63542652,0.03707584,0.32749763,0.24941711
94,3x5_Static_Double_GB_Shallow,0.96540345,0.65798728,0.11077819,0.23123453,0.12151341,0.95283912,0.65303376,0.11032057,0.23664567,0.14207077
96,3x5_Static_Double_GB_Shallow,0.98471341,0.65500692,0.05601349,0.28897960,0.46381716,0.88804554,0.64051282,0.09017094,0.26931624,0.28725994
151,3x5_Static_Ternary_Shallow,0.98668054,0.41208784,0.31129537,0.27661679,0.03820852,0.79878056,0.39014286,0.31966667,0.29019048,0.06722098
17,3x5_Static_Ternary_Shallow,0.99753665,0.66275958,0.16473509,0.17250533,0.07461783,0.96900654,0.65797619,0.16735589,0.17466792,0.16402574
174,3x5_Static_Ternary_Shallow,0.99769600,0.53929026,0.23687338,0.22383636,0.02624949,0.92317996,0.53321053,0.24510526,0.22168421,0.15253013
176,3x5_Static_Ternary_Shallow,0.85892346,0.55398587,0.16631902,0.27969511,0.18615901,0.80564829,0.55366126,0.17268108,0.27365766,0.12423274
19,3x5_Static_Ternary_Shallow,0.99318413,0.59659109,0.26831400,0.13509491,0.26958641,0.99058368,0.59548931,0.26851459,0.13599610,0.28529261
212,3x5_Static_Ternary_Shallow,0.99119536,0.50286738,0.23333333,0.26379928,0.15144086,0.88630772,0.48387097,0.26903226,0.24709677,0.26838460
267,3x5_Static_Ternary_Shallow,0.99908460,0.64436177,0.23377878,0.12185945,0.08504401,0.99338458,0.63296625,0.23269332,0.13434042,0.09404668
329,3x5_Static_Ternary_Shallow,0.83350829,0.44692466,0.26623602,0.28683931,0.08213737,0.69860342,0.43972414,0.26887556,0.29140030,0.05866836
43,3x5_Static_Ternary_Shallow,0.83956837,0.56359789,0.17256258,0.26383953,0.24086655,0.78794734,0.56202151,0.16843011,0.26954839,0.13747137
451,3x5_Static_Ternary_Shallow,0.96736263,0.37115934,0.22734066,0.40150000,0.07367747,0.77486364,0.33606061,0.25484848,0.40909091,0.02958009
519,3x5_Static_Ternary_Shallow,0.95141027,0.60254964,0.08718050,0.31026986,0.23134583,0.87132361,0.58243678,0.08365517,0.33390805,0.12969050
52,3x5_Static_Ternary_Shallow,0.98850399,0.63271911,0.10852381,0.25875708,0.19792530,0.92338881,0.62568254,0.11509524,0.25922222,0.06606831
537,3x5_Static_Ternary_Shallow,0.99529886,0.60579327,0.21363942,0.18056731,0.09810674,0.85888095,0.56821429,0.25642857,0.17535714,0.12747348
545,3x5_Static_Ternary_Shallow,0.97915758,0.70863225,0.02541849,0.26594926,0.23454636,0.97064259,0.70614173,0.02477690,0.26908136,0.23051586
563,3x5_Static_Ternary_Shallow,0.98996871,0.73027160,0.19327690,0.07645150,0.26368327,0.96906268,0.73187302,0.19396825,0.07415873,0.30704480
850,3x5_Static_Ternary_Shallow,0.95582415,0.54251852,0.12454321,0.33293827,0.20020345,0.89952076,0.53800000,0.12022222,0.34177778,0.15369236
863,3x5_Static_Ternary_Shallow,0.90776393,0.38374332,0.35095137,0.26530531,0.18544581,0.86459420,0.37576005,0.35090080,0.27333916,0.18242823
887,3x5_Static_Ternary_Shallow,0.90659939,0.58278163,0.03737192,0.37984645,0.14658887,0.87763582,0.57989180,0.03907334,0.38103486,0.11629793
891,3x5_Static_Ternary_Shallow,0.90598480,0.56764655,0.08224841,0.35010503,0.17214858,0.90388966,0.56768291,0.08234784,0.34996925,0.17219645
94,3x5_Static_Ternary_Shallow,0.97141265,0.56175162,0.24238243,0.19586595,0.08251822,0.95039487,0.55575573,0.24046647,0.20377780,0.09686882
96,3x5_Static_Ternary_Shallow,0.98520701,0.61165975,0.09602351,0.29231674,0.37096725,0.86825543,0.59538462,0.09398860,0.31062678,0.24021139
151,3x5_Static_Binary_Deep,0.98451018,0.51284390,0.48715610,0.00000000,0.05430823,0.78385714,0.51438095,0.48561905,0.00000000,0.13200891
17,3x5_Static_Binary_Deep,0.99636795,0.86604342,0.13395658,0.00000000,0.30741574,0.95395990,0.81512531,0.18487469,0.00000000,0.29910627
174,3x5_Static_Binary_Deep,0.99738117,0.69348896,0.30651104,0.00000000,0.05199963,0.89936842,0.65736842,0.34263158,0.00000000,0.17743755
176,3x5_Static_Binary_Deep,0.82213376,0.69343354,0.30656646,0.00000000,0.39334231,0.78584865,0.67215135,0.32784865,0.00000000,0.17474401
19,3x5_Static_Binary_Deep,0.99810952,0.82388105,0.17611895,0.00000000,0.89282703,0.98147130,0.81655599,0.18344401,0.00000000,0.79734566
212,3x5_Static_Binary_Deep,0.98129032,0.69225806,0.30774194,0.00000000,0.38067498,0.82774194,0.66000000,0.34000000,0.00000000,0.27209052
267,3x5_Static_Binary_Deep,0.99922257,0.92311304,0.07688696,0.00000000,0.59465332,0.98892627,0.90306992,0.09693008,0.00000000,0.47344412
329,3x5_Static_Binary_Deep,0.88118372,0.54409072,0.45590928,0.00000000,0.33098484,0.67889805,0.54857121,0.45142879,0.00000000,0.15067513
43,3x5_Static_Binary_Deep,0.77813808,0.66128669,0.33871331,0.00000000,0.43005440,0.74561290,0.65027957,0.34972043,0.00000000,0.14774858
451,3x5_Static_Binary_Deep,0.91780769,0.42781502,0.57218498,0.00000000,0.09590952,0.75424242,0.43045455,0.56954545,0.00000000,0.00999708
519,3x5_Static_Binary_Deep,0.94388765,0.82333636,0.17666364,0.00000000,0.90129050,0.83206897,0.77016092,0.22983908,0.00000000,0.09083425
52,3x5_Static_Binary_Deep,0.97461262,0.87414205,0.12585795,0.00000000,0.80749014,0.91342857,0.82274603,0.17725397,0.00000000,0.19484394
537,3x5_Static_Binary_Deep,0.98796635,0.66273558,0.33726442,0.00000000,0.10703685,0.85214286,0.63071429,0.36928571,0.00000000,0.11721137
545,3x5_Static_Binary_Deep,0.93616215,0.85496646,0.14503354,0.00000000,0.61445468,0.92750656,0.80167979,0.19832021,0.00000000,0.26142091
563,3x5_Static_Binary_Deep,0.98613051,0.88811993,0.11188007,0.00000000,0.73277014,0.95307937,0.88019048,0.11980952,0.00000000,0.53975405
850,3x5_Static_Binary_Deep,0.91488889,0.82180247,0.17819753,0.00000000,0.81897340,0.86511111,0.75844444,0.24155556,0.00000000,0.24971481
863,3x5_Static_Binary_Deep,0.90823978,0.56298779,0.43701221,0.00000000,0.53145566,0.84614832,0.54005630,0.45994370,0.00000000,0.41440197
887,3x5_Static_Binary_Deep,0.87348571,0.83082611,0.16917389,0.00000000,0.93174936,0.84284875,0.78674666,0.21325334,0.00000000,0.16579940
891,3x5_Static_Binary_Deep,0.86982340,0.69517388,0.30482612,0.00000000,0.40166161,0.86651451,0.67238962,0.32761038,0.00000000,0.23571917
94,3x5_Static_Binary_Deep,0.99119997,0.83230204,0.16769796,0.00000000,0.59384141,0.94240507,0.79500047,0.20499953,0.00000000,0.35210634
96,3x5_Static_Binary_Deep,0.97378285,0.76230498,0.23769502,0.00000000,0.90699639,0.79757835,0.72344729,0.27655271,0.00000000,0.27834369
151,3x5_Static_Double_AR_Deep,0.99019644,0.43922972,0.27768631,0.28308397,0.05608727,0.81895420,0.38914286,0.27580952,0.33504762,0.14771165
17,3x5_Static_Double_AR_Deep,0.99864922,0.85362406,0.07482776,0.07154818,0.23709318,0.96599617,0.77578321,0.12127193,0.10294486,0.24721490
174,3x5_Static_Double_AR_Deep,0.99746484,0.67137727,0.18583117,0.14279156,0.04098135,0.92354765,0.60600000,0.24110526,0.15289474,0.19056436
176,3x5_Static_Double_AR_Deep,0.91620720,0.63068871,0.09108791,0.27822338,0.38795767,0.83483396,0.59058739,0.10080721,0.30860541,0.13520800
19,3x5_Static_Double_AR_Deep,0.99822180,0.81475041,0.16122705,0.02402254,0.75959739,0.98635788,0.80289488,0.16446834,0.03263678,0.66949525
212,3x5_Static_Double_AR_Deep,0.99785243,0.66207885,0.10501792,0.23290323,0.27563931,0.90643501,0.58193548,0.14580645,0.27225806,0.29844151
267,3x5_Static_Double_AR_Deep,0.99929518,0.91912835,0.06820520,0.01266645,0.50551776,0.99261624,0.87974611,0.08220988,0.03804401,0.32711863
329,3x5_Static_Double_AR_Deep,0.94309127,0.33891429,0.18009263,0.48099308,0.21144308,0.71189578,0.31624288,0.18591604,0.49784108,0.06618157
43,3x5_Static_Double_AR_Deep,0.92844865,0.57711515,0.11423399,0.30865086,0.45666704,0.78932823,0.53337634,0.14264516,0.32397849,0.11358141
451,3x5_Static_Double_AR_Deep,0.98485561,0.33395788,0.23314835,0.43289377,0.08037789,0.79469048,0.25666667,0.25833333,0.48500000,0.00724837
519,3x5_Static_Double_AR_Deep,0.99851041,0.75169379,0.04169654,0.20660967,0.58800076,0.86153591,0.61565517,0.13356322,0.25078161,0.08915787
52,3x5_Static_Double_AR_Deep,0.99992727,0.83735885,0.05014004,0.11250111,0.57597714,0.93972532,0.69974603,0.11388889,0.18636508,0.18712444
537,3x5_Static_Double_AR_Deep,0.99732549,0.60896635,0.17738942,0.21364423,0.10349602,0.86557143,0.54607143,0.25357143,0.20035714,0.04644812
545,3x5_Static_Double_AR_Deep,0.99886877,0.82796150,0.02999125,0.14204724,0.57006527,0.96549668,0.74782152,0.05480315,0.19737533,0.24927392
563,3x5_Static_Double_AR_Deep,0.99758338,0.87246561,0.05820811,0.06932628,0.54773625,0.97080220,0.85161905,0.07066667,0.07771429,0.41099709
850,3x5_Static_Double_AR_Deep,0.99857214,0.78316049,0.03046914,0.18637037,0.66721040,0.91061736,0.66177778,0.10066667,0.23755556,0.22417218
863,3x5_Static_Double_AR_Deep,0.96461880,0.46570243,0.26510763,0.26918994,0.37269728,0.90452654,0.42643564,0.22641041,0.34715395,0.27927685
887,3x5_Static_Double_AR_Deep,0.99264328,0.78896695,0.02021277,0.19082028,0.79802501,0.87581496,0.66707667,0.10385578,0.22906755,0.14711460
891,3x5_Static_Double_AR_Deep,0.96691807,0.61398972,0.06867996,0.31733032,0.35482285,0.92733727,0.57320956,0.08740224,0.33938821,0.20602274
94,3x5_Static_Double_AR_Deep,0.99556679,0.77649280,0.09860179,0.12490542,0.33478696,0.96099449,0.70984740,0.12971008,0.16044252,0.22273528
96,3x5_Static_Double_AR_Deep,0.99915532,0.65951210,0.04094364,0.29954426,0.46464576,0.90198912,0.57621083,0.09971510,0.32407407,0.29012087
151,3x5_Static_Double_GB_Deep,0.98049696,0.51284390,0.27768631,0.20946979,0.05230335,0.79191805,0.51438095,0.27580952,0.20980952,0.12312047
17,3x5_Static_Double_GB_Deep,0.99842853,0.86604342,0.07482776,0.05912882,0.27182448,0.96063526,0.81512531,0.12127193,0.06360276,0.27002539
174,3x5_Static_Double_GB_Deep,0.99703124,0.69348896,0.18583117,0.12067987,0.04607264,0.91564542,0.65736842,0.24110526,0.10152632,0.19406669
176,3x5_Static_Double_GB_Deep,0.89423266,0.69343354,0.09108791,0.21547855,0.36605323,0.82314872,0.67215135,0.10080721,0.22704144,0.12908911
19,3x5_Static_Double_GB_Deep,0.99808115,0.82388105,0.16122705,0.01489191,0.85014719,0.98337174,0.81655599,0.16446834,0.01897567,0.73461699
212,3x5_Static_Double_GB_Deep,0.99642932,0.69225806,0.10501792,0.20272401,0.31566609,0.88176788,0.66000000,0.14580645,0.19419355,0.27192208
267,3x5_Static_Double_GB_Deep,0.99921618,0.92311304,0.06820520,0.00868176,0.56581694,0.98950257,0.90306992,0.08220988,0.01472019,0.43447857
329,3x5_Static_Double_GB_Deep,0.86014985,0.54409072,0.18009263,0.27581665,0.25713667,0.69229291,0.54857121,0.18591604,0.26551274,0.08893027
43,3x5_Static_Double_GB_Deep,0.88857843,0.66128669,0.11423399,0.22447931,0.41225917,0.77110874,0.65027957,0.14264516,0.20707527,0.08324069
451,3x5_Static_Double_GB_Deep,0.97892032,0.42781502,0.23314835,0.33903663,0.10412073,0.76861400,0.43045455,0.25833333,0.31121212,-0.00353995
519,3x5_Static_Double_GB_Deep,0.99631723,0.82333636,0.04169654,0.13496709,0.82419678,0.84676486,0.77016092,0.13356322,0.09627586,0.07487498
52,3x5_Static_Double_GB_Deep,0.99986464,0.87414205,0.05014004,0.07571790,0.76845340,0.92403386,0.82274603,0.11388889,0.06336508,0.18288246
537,3x5_Static_Double_GB_Deep,0.99422061,0.66273558,0.17738942,0.15987500,0.11051536,0.87128571,0.63071429,0.25357143,0.11571429,0.08883419
545,3x5_Static_Double_GB_Deep,0.99783752,0.85496646,0.02999125,0.11504229,0.65986231,0.95829235,0.80167979,0.05480315,0.14351706,0.26559513
563,3x5_Static_Double_GB_Deep,0.99629635,0.88811993,0.05820811,0.05367196,0.63095026,0.96485432,0.88019048,0.07066667,0.04914286,0.44917036
850,3x5_Static_Double_GB_Deep,0.99756646,0.82180247,0.03046914,0.14772840,0.79224959,0.89500608,0.75844444,0.10066667,0.14088889,0.22611791
863,3x5_Static_Double_GB_Deep,0.93105943,0.56298779,0.26510763,0.17190458,0.38287004,0.86745615,0.54005630,0.22641041,0.23353329,0.27480202
887,3x5_Static_Double_GB_Deep,0.98835582,0.83082611,0.02021277,0.14896111,0.91409214,0.86378014,0.78674666,0.10385578,0.10939756,0.14811655
891,3x5_Static_Double_GB_Deep,0.95400479,0.69517388,0.06867996,0.23614615,0.41196379,0.91471858,0.67238962,0.08740224,0.24020814,0.23194856
94,3x5_Static_Double_GB_Deep,0.99089944,0.83230204,0.09860179,0.06909617,0.49509632,0.95095847,0.79500047,0.12971008,0.07528945,0.29614364
96,3x5_Static_Double_GB_Deep,0.99791058,0.76230498,0.04094364,0.19675138,0.72783859,0.85784442,0.72344729,0.09971510,0.17683761,0.24717452
151,3x5_Static_Ternary_Deep,0.99177096,0.48218000,0.28289851,0.23492149,0.06992137,0.77624458,0.45314286,0.28904762,0.25780952,0.05054642
17,3x5_Static_Ternary_Deep,0.99823268,0.87721217,0.07096202,0.05182581,0.29754530,0.96234995,0.81192982,0.10685464,0.08121554,0.24466192
174,3x5_Static_Ternary_Deep,0.99768510,0.72241753,0.16111623,0.11646623,0.05176029,0.91371307,0.66726316,0.21578947,0.11694737,0.21231016
176,3x5_Static_Ternary_Deep,0.92993214,0.70962597,0.06515134,0.22522268,0.51990937,0.80922605,0.66194234,0.07888649,0.25917117,0.08765413
19,3x5_Static_Ternary_Deep,0.99749728,0.82377828,0.16282150,0.01340023,0.84648960,0.98230452,0.81202581,0.16841040,0.01956379,0.70948060
212,3x5_Static_Ternary_Deep,0.99665650,0.71060932,0.09727599,0.19211470,0.33654466,0.87019163,0.64129032,0.17161290,0.18709677,0.26510224
267,3x5_Static_Ternary_Deep,0.99906890,0.92573708,0.06622937,0.00803354,0.57457869,0.99059703,0.89374167,0.08249762,0.02376071,0.36920027
329,3x5_Static_Ternary_Deep,0.96740856,0.49715299,0.17907172,0.32377530,0.45045043,0.69544547,0.46031184,0.20814993,0.33153823,0.06204620
43,3x5_Static_Ternary_Deep,0.97221038,0.65836601,0.07532622,0.26630777,0.67810521,0.76818897,0.60559140,0.10959140,0.28481720,0.06614357
451,3x5_Static_Ternary_Deep,0.99356102,0.46757143,0.18847436,0.34395421,0.13498349,0.75476696,0.43045455,0.22757576,0.34196970,0.00468203
519,3x5_Static_Ternary_Deep,0.99853439,0.82772408,0.03456065,0.13771527,0.83067846,0.86070314,0.74445977,0.04020690,0.21533333,0.13306441
52,3x5_Static_Ternary_Deep,0.99993220,0.87470464,0.04843480,0.07686056,0.76525811,0.92003828,0.79079365,0.06895238,0.14025397,0.10863717
537,3x5_Static_Ternary_Deep,0.99818549,0.66394231,0.17094712,0.16511058,0.13656799,0.85721429,0.60035714,0.21357143,0.18607143,0.06013409
545,3x5_Static_Ternary_Deep,0.99893827,0.88278215,0.00775736,0.10946048,0.71628993,0.95857085,0.81301837,0.00787402,0.17910761,0.22667904
563,3x5_Static_Ternary_Deep,0.99609150,0.88241270,0.06139683,0.05619048,0.59976762,0.96656420,0.86761905,0.06444444,0.06793651,0.39641762
850,3x5_Static_Ternary_Deep,0.99802740,0.82246914,0.02832099,0.14920988,0.78414462,0.90200157,0.74733333,0.04622222,0.20644444,0.22696014
863,3x5_Static_Ternary_Deep,0.94890357,0.54457714,0.27065331,0.18476956,0.45019075,0.88195865,0.50984275,0.24360513,0.24655213,0.30073427
887,3x5_Static_Ternary_Deep,0.99091429,0.83068012,0.01235007,0.15696981,0.89163051,0.86820975,0.78603679,0.01255236,0.20141085,0.13693277
891,3x5_Static_Ternary_Deep,0.94685338,0.66597043,0.04966388,0.28436569,0.34728583,0.90450412,0.64336960,0.05282167,0.30380874,0.18298899
94,3x5_Static_Ternary_Deep,0.99370653,0.80010614,0.11156039,0.08833347,0.39907038,0.95230510,0.75322927,0.13162143,0.11514930,0.22595241
96,3x5_Static_Ternary_Deep,0.99969187,0.77961653,0.04726521,0.17311826,0.78571979,0.85067965,0.72267806,0.05712251,0.22019943,0.25434027
